sca,wavelength,field_point,local_x,local_y,global_x,global_y,axis_local_angle_x,axis_local_angle_y,wfe_rms_waves,wfe_pv_waves,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22
3,1,5,20.3659,16.0539,-2.07406,-66.0061,-0.00606,0.1817,0.101,101,0.396262,-0.000764891,-0.00183083,-0.0862038,-0.00855943,-0.0465376,-0.00426166,-0.019412,-0.0374599,-0.00679788,-0.00336595,0.000357331,0.00133585,-0.000359656,0.00515994,0.00625517,0.00006,0.00549626,-0.000503612,-0.00394725,-0.0016734,0.000947961
3,1.25,1,0.219834,-1.74609,-22.2202,-83.8061,-0.06769,0.24053,0.075,93.75,-0.887441,-0.000197223,-0.00266172,-0.0670765,-0.00105878,-0.018765,-0.0140774,-0.0154556,-0.0350815,-0.000133495,-0.00108122,-0.00189094,0.0017588,0.0013594,0.00319232,0.00584246,0.000076,0.00495838,-0.000856944,-0.00369078,-0.000903137,0.000943632
3,1.25,2,-19.9171,18.4553,-42.3571,-63.6047,-0.12979,0.18118,0.084,105,-0.357059,0.00124694,-0.00289766,-0.0773531,-0.00622131,-0.0333,-0.00378907,-0.0163239,-0.0280546,0.00345819,-0.00206776,-0.000468982,0.000988329,0.00042617,0.00405336,0.00517054,-0.000755751,0.00424004,-0.000857164,-0.00388902,-0.00127265,0.000647983
3,1.25,3,-19.9315,-22.0028,-42.3715,-104.063,-0.12872,0.29835,0.083,103.75,-2.14265,0.000252029,-0.00581437,-0.0460488,0.0211476,0.0147682,-0.0330348,-0.0107332,-0.0426818,0.00592998,-0.00142924,-0.00170651,0.000643792,-0.000485281,0.00442164,0.00460017,-0.00084839,0.00451196,-0.000579015,-0.00447361,-0.00137567,-0.000044
3,1.25,4,20.3569,-21.9699,-2.08312,-104.03,-0.00601,0.29895,0.069,86.25,-2.22944,-0.000799099,-0.0041075,-0.0464501,-0.00388625,0.00939492,-0.0300951,-0.0156641,-0.0436897,-0.00430261,-0.00248596,-0.000635306,0.00206187,-0.000222888,0.00384378,0.00469234,0.000213438,0.00482425,-0.00153891,-0.00375644,-0.00181164,0.000969648
3,1.25,5,20.3681,18.4891,-2.07192,-63.5709,-0.00606,0.1817,0.083,103.75,0.314774,-0.000667722,-0.00162067,-0.07464,-0.0088818,-0.0350144,-0.0027028,-0.0154713,-0.0288709,-0.00543297,-0.00118055,-0.0011364,0.00106909,-0.000212817,0.00412384,0.00501297,-0.00008,0.00439717,-0.000348703,-0.00315459,-0.00134314,0.000792246
3,1.55,1,0.252465,1.2321,-22.1875,-80.8279,-0.06769,0.24053,0.064,99.2,-0.621314,-0.000246112,-0.00193654,-0.0604522,-0.00499277,-0.0147358,-0.00950246,-0.011813,-0.0266102,0.000083,0.00212754,-0.0042071,0.00128836,0.00117826,0.00259323,0.00472754,-0.000043,0.0040218,-0.00064364,-0.00294017,-0.000705268,0.000811836
3,1.55,2,-19.86,21.3733,-42.3,-60.6867,-0.12979,0.18118,0.071,110.05,-0.225606,0.00100718,-0.00228032,-0.0695359,-0.00917528,-0.0220678,-0.00154754,-0.0119683,-0.0206813,0.00320343,0.00111184,-0.00290446,0.000575853,0.000442621,0.00328677,0.00420096,-0.000711369,0.00343112,-0.000663095,-0.00309174,-0.000995964,0.000561434
3,1.55,3,-19.8634,-18.9484,-42.3034,-101.008,-0.12872,0.29835,0.056,86.8,-1.61491,0.000393072,-0.00361593,-0.0406883,0.00843446,0.0057961,-0.0246031,-0.0072865,-0.0331137,0.00506627,0.00210412,-0.00427755,0.000295223,-0.000337776,0.00360165,0.00375918,-0.000844187,0.003677,-0.000409979,-0.00355784,-0.00108003,0.00001
3,1.55,4,20.36,-18.9214,-2.08001,-100.981,-0.00601,0.29895,0.056,86.8,-1.65462,-0.000693239,-0.0028835,-0.0416579,-0.00548687,0.00156901,-0.0221779,-0.0125873,-0.0338277,-0.00344894,0.00123883,-0.00337638,0.00165657,-0.000098,0.00311265,0.00379403,0.000041,0.00389692,-0.00118354,-0.00302542,-0.00143559,0.000824118
3,1.55,5,20.3706,21.4014,-2.0694,-60.6586,-0.00606,0.1817,0.07,108.5,0.308758,-0.000548966,-0.00130265,-0.0677886,-0.00916328,-0.0235239,-0.000648858,-0.0124358,-0.0212588,-0.0043551,0.00180545,-0.00342909,0.000846078,-0.000048,0.00332554,0.00404482,-0.000168375,0.00355014,-0.000260601,-0.00253021,-0.00106763,0.000662552
3,1.75,1,0.273906,3.21781,-22.1661,-78.8422,-0.06769,0.24053,0.06,105,-0.470575,-0.000270113,-0.00156013,-0.0589198,-0.00700227,-0.0116155,-0.00676249,-0.0101121,-0.0220665,0.000241009,0.00438845,-0.00595189,0.00106897,0.00112752,0.00230695,0.00420133,-0.000105465,0.00356381,-0.000544369,-0.00258212,-0.000603913,0.000748594
3,1.75,2,-19.8225,23.3196,-42.2625,-58.7404,-0.12979,0.18118,0.066,115.5,-0.148001,0.000913706,-0.00195346,-0.0675763,-0.0108463,-0.0155013,-0.000041,-0.00995708,-0.0166227,0.00319635,0.00332801,-0.00468268,0.000381879,0.000468119,0.00293126,0.00374861,-0.000690024,0.00304182,-0.000572129,-0.00270484,-0.000866515,0.000513429
3,1.75,3,-19.8187,-16.9127,-42.2587,-98.9727,-0.12872,0.29835,0.049,85.75,-1.31891,0.00027881,-0.00283296,-0.039623,0.00210668,0.00269562,-0.019881,-0.00571667,-0.0280708,0.00477963,0.00455808,-0.00618069,0.000116429,-0.000229447,0.00323313,0.0033623,-0.00083443,0.00327191,-0.000328026,-0.00312071,-0.000946074,0.000032
3,1.75,4,20.3621,-16.8896,-2.07794,-98.9496,-0.00601,0.29895,0.051,89.25,-1.34428,-0.00066225,-0.00233395,-0.0408664,-0.00627228,-0.000979101,-0.0177236,-0.0111296,-0.0286586,-0.00302898,0.00377349,-0.00535941,0.0014592,0.000005,0.00276418,0.00336457,-0.000055,0.00345916,-0.00102007,-0.00267688,-0.00125119,0.000748487
